nombre,telefono,direccion,latitud,longitud,municipio,categoria,subCategorias,activo,google_place_id_posible_match
Dispensario Farma Verde Canóvanas,(787) 966-7969,"Plaza Rial, Local 3A & 3B, Canovanas, Canóvanas 00729, Puerto Rico",18.3725205,-65.901498,Canovanas,Dispensarios,Tienda,true,ChIJQYySeTFhA4wR1A2aSqXfkyw
Sinsemilla Coamo,(787) 336-0420,"Coamo Plaza Shopping Local #28 KM.HM 13.7 Carr 153, Coamo, 00769, Puerto Rico",18.0598649,-66.3696846,Coamo,Dispensarios,Tienda,true,ChIJM8LDA1QzA4wRrUflny4gciY
Greencare - Dispensario,(787) 827-8080,"Plaza Santa Teresa, 915 Av. Sta. Teresa Jornet Suite 4, Mayagüez, 00682, Puerto Rico",18.1609326,-67.14963829999999,Mayagüez,Dispensarios,Tienda,true,ChIJcx7fTKazAowRicTfFnbSiCk
Tree Life Dispensario,(787) 686-7493,"1 San Vicente Mall, Sector Melania, PR-3 Km 141.8, Guayama, 00784, Puerto Rico",17.9666208,-66.1316567,Guayama,Dispensarios,Tienda,true,ChIJS4kebO6zHIwRbKnluNcbzcA
Crunch Fitness - Ponce,(787) 987-7230,"Plaza Del Caribe, Ponce, 00716, Puerto Rico",17.9889926,-66.6097869,Ponce,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJwyEfy_DVHIwRldZvxaaXQCk
Planet Fitness,(787) 284-4251,"C. Baramaya, Ponce, 00777, Puerto Rico",17.99744,-66.63901000000001,Ponce,Gimnasios,"Gimnasio General, Bienestar, Spa, Fitness",true,ChIJR26QqxcqHYwRnl0_MV33XNE
HCOA Fitness,(787) 843-4111,"Calle Ferrocarril 471, Suite 121, Ponce, 00717, Puerto Rico",18.0054236,-66.6191177,Ponce,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJy_dNa3UqHYwRKSOE3c6uHDs
Valher ProFitness,(939) 414-1687,"2967+WP6, Ponce, 00728, Puerto Rico",18.0119911,-66.6357064,Ponce,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJOURKzUMrHYwRu_ClsBs202g
Fit Lab Ponce,(787) 601-4866,"104 C. Atocha suite 9, Ponce, 00730, Puerto Rico",18.0155435,-66.6138095,Ponce,Gimnasios,"Gimnasio General, Bienestar",true,ChIJsZB4HGzVHIwRkfOxMZaefZ4
Optimal Fitness,(939) 928-9202,"Cll Fatima, Ponce, 00730, Puerto Rico",18.0375541,-66.5858985,Ponce,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJY9Tph3nVHIwR_yQsssQIs34
EnerGym Ponce,(787) 319-7007,"2371 Las Américas Ave, Ponce, 00730, Puerto Rico",18.0038285,-66.6155285,Ponce,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJhf6LKIvVHIwRc1UVUS6sNZY
Quality Strength,(787) 315-8639,"Calle 6 Urb Jardines De, Ponce, 00716, Puerto Rico",18.0171994,-66.59914960000002,Ponce,Gimnasios,"Gimnasio General, Bienestar",true,ChIJdyQoxxfXHIwRYmAkksziXLE
RCL STUDIO,(787) 248-3960,"94 C. Unión, Ponce, 00730, Puerto Rico",18.0132536,-66.6146918,Ponce,Gimnasios,"Gimnasio General, Bienestar",true,ChIJI8ncUADVHIwRiSJHRpGntz4
Yes Fitness Workout Studio,(939) 228-6088,"2341 Av. Las Américas Lote #4, Ponce, 00717, Puerto Rico",18.0039239,-66.6158501,Ponce,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJr9VEXh7VHIwR9K2mTsLups8
Jungle Fitness,(787) 677-5429,"42 C. León, Ponce, 00730, Puerto Rico",18.0163874,-66.6133826,Ponce,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJszUY3THVHIwRKcr4MKTGcTE
Gimnasio El Callejón,(787) 312-0139,"2968+H24, Callejón Santiago, Ponce, 00728, Puerto Rico",18.0113971,-66.63493129999999,Ponce,Gimnasios,"Gimnasio General, Bienestar",true,ChIJhZGoSY0rHYwRIQ2dItoPkhI
Be Fit Nutrition Club,(787) 616-8382,"23 Av. Padre Noel #37, Ponce, 00716, Puerto Rico",17.9813358,-66.6201636,Ponce,Gimnasios,"Gimnasio General, Bienestar",true,ChIJI0u9hv8pHYwR0LL9bnNO4K4
White Lion Crossfit,(787) 923-2525,"X9W9+64Q, Ponce, 00716, Puerto Rico",17.9955844,-66.6321334,Ponce,Gimnasios,"Gimnasio General, Bienestar, Crossfit",true,ChIJW7dppZIrHYwRlmaSx2_pVvQ
Infinity Gym,(787) 942-3575,"Urbanicacion Orta, PR-14, Juana Díaz, 00795, Puerto Rico",18.0524721,-66.5137207,Juana Díaz,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJ7foBf8LTHIwRQU5rOGL0BPw
Complejo Deportivo PUCPR,(787) 841-2000,"Ponce, 00717, Puerto Rico",17.9981399,-66.61950209999999,Ponce,Gimnasios,General,true,ChIJdfg6HgoqHYwRQdZ3JqFekb0
Max Effort Ponce,(787) 399-1102,"102 Cll Alcazar #1802, Ponce, 00716, Puerto Rico",18.0133174,-66.60404439999999,Ponce,Gimnasios,"Gimnasio General, Bienestar",true,ChIJW6P6kpjVHIwRcfEJ-SXN7ts
Overhyped Fitness Club,(787) 359-9321,"Edificio 8161, Calle Concordia STE 3, Ponce, 00717, Puerto Rico",18.0087646,-66.61438009999999,Ponce,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJewuMpxPVHIwR20yUiD_Mh-w
Brava Fitness Club,(787) 668-9998,"Torre Sofia, 1825 Calle Navarra, Ponce, 00730, Puerto Rico",18.0271886,-66.5955975,Ponce,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJcZRU9hHTHIwRP0PTlJx0LAk
HOT N FITNESS GYM,(939) 288-7773,"Carr. PR 2 KM 16.6 Bo, Candelaria, Toa Baja 00949, Puerto Rico",18.4061581,-66.2040167,Candelaria,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJFRzEIohrA4wRMNKHxS0XzEw
Powerhouse Gym,(787) 782-4656,"1903 Av. Jesús T. Piñero, San Juan, 00921, Puerto Rico",18.394118,-66.10541409999999,San Juan,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJo1rMjK9pA4wRhMfQFDaBrK0
RegenaLife,(787) 432-8092,"78 C. Vives Studio 2A, Ponce, 00731, Puerto Rico",18.0138263,-66.61732479999999,Ponce,Gimnasios,"Gimnasio General, Bienestar",true,ChIJczjUHojVHIwREtXCLlLgO2w
Enduro Chiropractic & Wellness Center,(787) 437-4017,"1241 Avenida Hostos, Ponce, 00717, Puerto Rico",18.0027265,-66.6134612,Ponce,Gimnasios,"Gimnasio General, Bienestar",true,ChIJuYDCsnbVHIwRJJ3VJteK9Gw
PCS Fitness,(787) 677-2441,"Ave Flamboyán, Coto Laurel, Ponce 00780, Puerto Rico",18.0492101,-66.5452526,Coto Laurel,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJN9XXSMfUHIwRXa8F3iaKcDI
Aqua Spinning de Ponce,(787) 424-3728,"1500 Calle Concordia #8009, Ponce, 00717, Puerto Rico",18.0038981,-66.6145008,Ponce,Gimnasios,Bienestar,true,ChIJ_7bQJ4vVHIwRNrqL42Ncaa0
Crossfit WIA,(787) 432-2607,"3C42+G8Q Ponce Barrio la Yuca #505, km 2.4, Ponce, 00731, Puerto Rico",18.056403,-66.59916,Ponce,Gimnasios,"Gimnasio General, Bienestar, Crossfit",true,ChIJf7y7GxXVHIwRS0vXQly-Jbc
La Capital Gym,(787) 856-1182,"25QP+JGQ, Guayanilla, 00656, Puerto Rico",18.0390768,-66.81364289999999,Guayanilla,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJWZUUUXcyHYwRgUXg2Mm9Ci4
Antiguo Papo Boxing Club,(939) 699-4456,"By Pass) esq, 2 PR-2R, Ponce, 00717, Puerto Rico",17.9969911,-66.6337695,Ponce,Gimnasios,"Gimnasio General, Bienestar, Boxeo",true,ChIJu4beWgArHYwRM2WNkQ6UzxI
LIV Fitness Condado,(787) 303-4849,"103 Avenida José de Diego, San Juan, 00911, Puerto Rico",18.4516601,-66.0639345,San Juan,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJFXF8NE9vA4wRquijLcGyBu8
Planet Fitness,(787) 919-0220,"1511 Av. Juan Ponce de León Ste 1, San Juan, 00909, Puerto Rico",18.44575,-66.06679,San Juan,Gimnasios,"Gimnasio General, Bienestar, Spa, Fitness",true,ChIJBb4F8WVoA4wREHoUAVnoz4o
Novovida Gym Club,(787) 617-4064,"23R4+23R, Sabana Grande, 00637, Puerto Rico",18.0402302,-66.9449463,Sabana Grande,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJuWJQOTE1HYwRyz8eVJPJ5gU
Rincon Fitness Center,(787) 234-0098,"Carr 115 KM 11.6 Local #4, BO Pueblo, Rincón, 00676, Puerto Rico",18.327309,-67.245926,Rincón,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJKcPy1vCvAowR191hJuCJ-W4
Dynamic Park Ponce,(787) 651-0435,"Ponce Towne Center, Ponce, 00726, Puerto Rico",17.9952929,-66.6399235,Ponce,Gimnasios,General,true,ChIJSwIdSmArHYwRYl-oMSA8spg
Centro Del Sur Mall,(787) 622-9600,"296X+42C, PR-163, Ponce, 00716, Puerto Rico",18.010311,-66.602488,Ponce,Gimnasios,General,true,ChIJKSpD-5DVHIwRlPx-FtoIGG0
Future's MVP Athletic Training,(787) 673-6636,"Cll Universidad, Ponce, 00717, Puerto Rico",18.0016096,-66.620018,Ponce,Gimnasios,"Gimnasio General, Bienestar",true,ChIJFxev7k8rHYwRkQye4Y4ushE
Cross Caribe Inc.,(787) 601-6041,"580 sector, Ave Cuatro Calles, Ponce, 00716, Puerto Rico",18.007559,-66.6023099,Ponce,Gimnasios,"Gimnasio General, Bienestar",true,ChIJAbF1kP8pHYwRpdZNIOF5VNU
Crunch Fitness - Caguas,(787) 705-4616,"Metro Plaza Industrial, Caguas, 00725, Puerto Rico",18.2447252,-66.03942409999999,Caguas,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJOxAEh1pbA4wR3xbvsLoyU40
TS Gym Center,(939) 441-4506,"Complejo Deportivo Filiberto Garcia, Cancha Bajo Techo FL2, Jayuya, 00664, Puerto Rico",18.2173554,-66.5971769,Jayuya,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJqTOzodMpA4wRYvdTpBNpMTQ
Freaks of Nature Training,(787) 248-0908,"145 C. Victoria, Ponce, 00730, Puerto Rico",18.0142912,-66.6170597,Ponce,Gimnasios,Bienestar,true,ChIJoZ51JODVHIwRNcHVfP1vVds
The Family Gym,(787) 537-7067,"61-73 Cll Estaban Ramos, Salinas, 00751, Puerto Rico",17.9792781,-66.2970467,Salinas,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJL10NCKbLHIwRVuMpvZPIY7E
Sports Gym,(787) 764-9037,"210 Av. Ing. Manuel Domenech, San Juan, 00918, Puerto Rico",18.4147739,-66.06051099999999,San Juan,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJLWvhL5doA4wRUeu0VYyTrmg
Crunch Fitness - Carolina,(787) 762-3023,"Parque Escorial, Boulevard de la Media Luna, Carolina, 00985, Puerto Rico",18.3939923,-66.00043330000001,Carolina,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJ9QVowFVmA4wRfrLBr8BYtXo
LIONS ENERGY CLUB,(939) 384-2106,"149 C Calle Villa, Ponce, 00730, Puerto Rico",18.0102148,-66.6178754,Ponce,Gimnasios,"Gimnasio General, Bienestar",true,ChIJiQ0F4p4rHYwR7g-ENysTtQQ
Walefitt Gym,(939) 280-5423,"del Barrio Cayabo, PR-14 kilómetro 11.0, Juana Díaz, 00795, Puerto Rico",18.0522667,-66.53492849999999,Juana Díaz,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJVXHOpSbVHIwRjtRY7q4nGUk
Iron Gym Fitness,(939) 599-0572,"590 Av. Escorial, San Juan, 00921, Puerto Rico",18.4057688,-66.0935585,San Juan,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJZ4sXqJRpA4wRcoMmaFcAS3E
Head Start Center Kids Gym,(787) 444-1010,"16 Calle 2, Ponce, 00717, Puerto Rico",18.0019249,-66.6138478,Ponce,Gimnasios,Fitness,true,ChIJu8E8w_TVHIwRnKmD-CDqfD8
Iron Fitness,(787) 222-4242,"410 Avenida Montesol Suite 8, Fajardo, 00738, Puerto Rico",18.2955368,-65.6450057,Fajardo,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJDcNIrhm9BIwRfJ9FdsiEcUQ
Vita Forma Fitness,(787) 597-4640,"Ave Cuatro Calles, Ponce, 00717, Puerto Rico",18.0076345,-66.6023732,Ponce,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJr00Vj3XVHIwRo7SIPqWP5oI
South Pearl CrossFit,(787) 378-1010,"3C7V+C9R, Ponce 00780, Puerto Rico",18.0636211,-66.5566001,Real,Gimnasios,"Gimnasio General, Bienestar, Crossfit",true,ChIJJ7NRvzIrA4wRmAdTmOzbdWs
VIVE FIT GYM STUDIO,(787) 913-0302,"Calle palma real, 24CR+QGF, stadium 🏟, Yauco, 00698, Puerto Rico",18.0219442,-66.85869819999999,Yauco,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJVy_N4zQzHYwR9u2r46BOubw
FIT Factory Fitnes - Arecibo,(787) 815-1561,"# km. 63.8 Bo. Candelaria, Cll Marginal 2, Arecibo, 00614, Puerto Rico",18.4351112,-66.6229745,Arecibo,Gimnasios,"Gimnasio General, Bienestar",true,ChIJUSZCgwPgAowRTap-uROvhwA
Fit Nutrition Studio,(939) 287-8043,"595 ave, Carr. Guayanilla, Ponce, 00717, Puerto Rico",18.0078767,-66.6259965,Ponce,Gimnasios,General,true,ChIJBZ_Kn14rHYwRqVuTjzqcmIw
Elev8 Factory Gym,(787) 505-7883,"Marina Bahía Plaza, local #3, Cataño, 00962, Puerto Rico",18.4511738,-66.14254799999999,Cataño,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJpVeIy7FrA4wRB5G0PXvgjLY
LIV Fitness Guaynabo,(787) 946-0948,"Cll Parkside 2, Guaynabo, 00968, Puerto Rico",18.410237,-66.101389,Guaynabo,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJ-6zlagRpA4wR9RlL3j-kR3I
Ama Fitness PR,(787) 478-8969,"Coliseo Dolores Toyita Martinez, Juana Díaz, 00795, Puerto Rico",18.0470657,-66.4925696,Juana Díaz,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJ-WxqLQvTHIwRcmTnXmIY5XU
HCOA Fitness,(787) 428-0800,"501 Av. Roberto H. Todd, San Juan, 00907, Puerto Rico",18.4497468,-66.07522949999999,San Juan,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJ9Z45pDZvA4wRsiOEMhmbNaA
Fort Buchanan Fitness Center,(787) 707-3767,"Fort Buchanan, Guaynabo 00934, Puerto Rico",18.4122192,-66.1145217,Guaynabo,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJ89AkXwxpA4wRMVEMQJQcOkQ
Renzo Gracie Ponce,(939) 788-9228,"Los Caobos Industrial Park, Ponce, 00716, Puerto Rico",18.0062375,-66.5890313,Ponce,Gimnasios,Bienestar,true,ChIJZRoyGQjVHIwRt-HUbn35veg
House of Warriors Fitness,(939) 290-0250,"Carr 140 km 67.5, Barceloneta, 00617, Puerto Rico",18.444947,-66.5480693,Barceloneta,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJlUEYBOQfA4wRcd30AB6qDjk
Perfect Body & Health Fitness,(787) 569-8818,"249G+PM5, PR-121, Yauco, 00698, Puerto Rico",18.0192676,-66.8732737,Yauco,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJT5Dp_dszHYwRstQsZ4h2AME
Gimnasio Municipal,(787) 835-3623,"26C6+MX9, PR-2, Guayanilla, 00656, Puerto Rico",18.0216652,-66.787506,Guayanilla,Gimnasios,"Gimnasio General, Bienestar",true,ChIJYQZxrestHYwRgeiqDSR9fFI
Urban Legend Fitness,(939) 271-6280,"3F3V+RM6, PR-570, Juana Díaz, 00795, Puerto Rico",18.0546018,-66.5060877,Juana Díaz,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJV5wKfwDTHIwRQQ23Xp895o4
"Maahes, Academia de Artes Marciales, LLC",(939) 228-8501,"88 C. Unión Segundo Piso, Ponce, 00730, Puerto Rico",18.0126194,-66.6146292,Ponce,Gimnasios,Bienestar,true,ChIJCRE1KHfVHIwRjnosvYbSde0
Body Fitness Gym,(787) 398-6434,"PR-2, Aguadilla, 00603, Puerto Rico",18.440107,-67.1236928,Aguadilla,Gimnasios,"Gimnasio General, Bienestar, Fitness",true,ChIJA52I_g29AowRgkIBYD2xNUk
Xtravaganz Boutique Ponce,(939) 405-5577,"2182 Las Américas Ave, Ponce, 00717, Puerto Rico",18.0033013,-66.6218674,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJww_AEX0rHYwR1OZfyvonI6Q
Daring Boutique,(939) 328-5309,"3308 Calle La Capitana, Ponce, 00728, Puerto Rico",17.9961006,-66.6438794,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJBS5fRIrVHIwRb7nwnihS8kg
Veronica's Boutique,(787) 854-7281,"22 Puerta del Norte Suite 3, Manatí, 00674, Puerto Rico",18.4291432,-66.49402830000001,Manatí,Boutiques,"Ropa, Tienda, Moda",true,ChIJiZMSZvUYA4wRtt6TrnC6BxE
Marzela Boutique,(939) 640-2314,"1218 Av. Muñoz Rivera, Ponce, 00717, Puerto Rico",17.9995156,-66.620829,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJcbf0zAsqHYwR1X35_YwxCUY
La Femme Boutique PR,(787) 753-0915,"CWCM+F8F, Avenida F.D. Roosevelt, San Juan, 00918, Puerto Rico",18.4211891,-66.06669459999999,San Juan,Boutiques,"Ropa, Tienda, Moda",true,ChIJzXfyLr5oA4wRk28-TdTDgWo
Closet Boutique Ponce,(787) 988-6000,"4669 Avenida Constancia, Ponce, 00730, Puerto Rico",17.9766062,-66.6018064,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJXQUwbnvXHIwRGE4W2ZeKiZo
Aurora Boutique,(787) 428-1212,"587 C. Hillside, San Juan, 00920, Puerto Rico",18.3995926,-66.10450159999999,San Juan,Boutiques,"Ropa, Tienda, Moda",true,ChIJDT_xbU5pA4wR0N8qCsdhetE
Alpha Market Boutique,(787) 437-3313,"1745 Paseo Las Colonias, Ponce, 00717, Puerto Rico",17.99975,-66.5993422,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJMzp-egDVHIwRHKLONewMbfA
Zoom Moda,(787) 843-1706,"2443 Avenida By Pass, calle, Paseo Perla del Sur, Ponce, 00717, Puerto Rico",17.9964008,-66.6261596,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJC-fUlojVHIwRLcpDMdQQjp0
Zil Boutique,(787) 637-1090,"1144 Avenida F.D. Roosevelt, San Juan, 00920, Puerto Rico",18.4139277,-66.08386229999999,San Juan,Boutiques,"Ropa, Tienda, Moda",true,ChIJoWzK0r9oA4wRkZiXzm0ESeE
Silhouette Boutique,(787) 751-0814,"197 O'Neill Street, San Juan, 00918, Puerto Rico",18.4225535,-66.0644348,San Juan,Boutiques,"Ropa, Tienda, Moda",true,ChIJE4_heb5oA4wRRVmYvf5SGYw
Genesis Boutique,(787) 734-3945,"Carr #1 Km. 30.9, Caguas, 00725, Puerto Rico",18.2725481,-66.0414543,Caguas,Boutiques,"Ropa, Tienda, Moda",true,ChIJk0F8hyRZA4wRSXTy9vGphfw
Mianteh Boutique,(787) 367-0271,"Condominio Torre De Oro, Av. Las Américas, Ponce, 00717, Puerto Rico",18.0036876,-66.6219125,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJedLMhy8rHYwRO4Ns0gBeUKM
ONYX BOUTIQUE,(787) 998-3818,"1667 Av. Paraná, San Juan, 00926, Puerto Rico",18.3757698,-66.065816,San Juan,Boutiques,"Ropa, Tienda, Moda",true,ChIJ3_oEfKxpA4wRno3rA5FmjeY
Pink Tree,(787) 725-1737,"253 Ca. de la Tanca, San Juan, 00901, Puerto Rico",18.465189,-66.114173,San Juan,Boutiques,"Ropa, Tienda",true,ChIJa-4KTAVvA4wRrnp3y8bcRAM
elenna Boutique,(787) 298-5108,"2325 Av. Eduardo Ruberte #111, Ponce, 00717, Puerto Rico",17.998241,-66.6321317,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJV7CJqEyzAowRR72toXf0FGs
Encanto Boutique,(787) 210-7962,"#18 C. Baldorioty, Coamo, 00769, Puerto Rico",18.0809341,-66.3587706,Coamo,Boutiques,"Ropa, Tienda, Moda",true,ChIJkxNn-8IzA4wRj2tbiZ-RXi8
Passo Boutique,(787) 744-7668,"AX-8, Av. Luis Muñoz Marín, Caguas, 00725, Puerto Rico",18.2467733,-66.0250343,Caguas,Boutiques,"Ropa, Tienda, Moda",true,ChIJdbY95UJbA4wR2-CGjc0LT3U
Annie's Boutique,(787) 787-8630,"Calle Betances #40 Suite 10250 Cantón Mall, Bayamón, 00961, Puerto Rico",18.4016995,-66.1576264,Bayamón,Boutiques,"Ropa, Tienda, Moda",true,ChIJlTPohjBqA4wRhQUA8fFz3lk
Xuira Boutique | Moda femenina en Puerto Rico y USA,(787) 487-2299,"Solar 1, C. 4 Local 1, Urb Portal de la Reina, Santa Isabel 00757, Puerto Rico",18.015683,-66.3752651,Santa Isabel,Boutiques,"Ropa, Tienda, Moda",true,ChIJgUZZpC0zA4wRUrfhEF7TyY0
Lucky Love Boutique,(787) 427-9704,"278 Av. Tte. César Luis González, San Juan, 00918, Puerto Rico",18.4217044,-66.0673762,San Juan,Boutiques,"Ropa, Tienda, Moda",true,ChIJ9Y1UVbFrA4wRhGBmRam1fsA
D Boutique,(787) 817-9489,"1400 PR-2, Arecibo, 00612, Puerto Rico",18.4757256,-66.75090569999999,Arecibo,Boutiques,"Ropa, Tienda, Moda",true,ChIJdYNHjcDnAowRTWeEXORFhz8
Vonique Boutique,(787) 646-1003,"75 C. Cristina, Ponce, 00730, Puerto Rico",18.0116672,-66.6132176,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJezACki3VHIwRVDyHFYwBE04
Le Menina Boutique,(787) 200-5447,"PP-14 Ramón Luis Rivera Ave, Bayamón, 00957, Puerto Rico",18.3503069,-66.187908,Bayamón,Boutiques,"Ropa, Accesorios, Tienda, Moda",true,ChIJreAT3MpBA4wRSCToy4DKN6I
Atelier Lissa Porrata,(787) 844-9263,"Avenida Ednita Nazario 957 Puerto Rico, Cll Bonita, Ponce, 00716, Puerto Rico",18.0063277,-66.5971674,Ponce,Boutiques,"Ropa, Tienda",true,ChIJt4EZLJTVHIwRtrqvI44zoAQ
Kriado,(787) 244-3800,"2935 Av. Emilio Fagot, Ponce, 00716, Puerto Rico",18.0147586,-66.60037969999999,Ponce,Boutiques,"Ropa, Tienda",true,ChIJveDJLprVHIwRmxVN0HgoPVE
Corte Frances Boutique,(787) 782-7797,"519 Av. Andalucía, San Juan, 00920, Puerto Rico",18.4115002,-66.07752560000002,San Juan,Boutiques,"Ropa, Tienda, Moda",true,ChIJpSCyufloA4wRiWL_ifXBRdY
Garage Boutique,(939) 539-2510,"PR-14, Aibonito, 00705, Puerto Rico",18.1249542,-66.2928771,Aibonito,Boutiques,"Ropa, Tienda, Moda",true,ChIJI3PPY4Q2A4wRzoF0a9p6a0I
Chic Boutique,(787) 781-0395,"9VRJ+7PC, Guaynabo, 00966, Puerto Rico",18.3906801,-66.1182406,Guaynabo,Boutiques,"Ropa, Tienda, Moda",true,ChIJ6WPZdsVpA4wRItAXcRTPy4Y
Hembras Boutique,(939) 209-6768,"2911 Av. Emilio Fagot, Ponce, 00716, Puerto Rico",18.0132292,-66.6007814,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJ488mDprVHIwRdY5H6mhep68
Sois Boutique,(787) 923-2776,"71 Cll Salmon, Ponce, 00716, Puerto Rico",17.9803359,-66.62079779999999,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJCZHW4Y0pHYwR-R5tDjGjEbI
We Boutique by Lolita Boutique,(787) 833-0066,"901 Av. Sta. Teresa Jornet, Mayagüez, 00682, Puerto Rico",18.1615114,-67.14946139999999,Mayagüez,Boutiques,"Ropa, Tienda, Moda",true,ChIJ-WhFZOOyAowRF6LJA45_by0
Nativa Boutique,(787) 724-1396,"55 C. Cervantes, San Juan, 00907, Puerto Rico",18.4546394,-66.0690603,San Juan,Boutiques,"Tienda, Moda",true,ChIJme7k40dvA4wRzQtMNmdfi_M
Fashion Lab Boutique,(939) 231-0575,"Carr. #152 Km. 6.4 Bo, Barranquitas 00794, Puerto Rico",18.2280954,-66.2876046,Quebradillas,Boutiques,"Ropa, Tienda, Moda",true,ChIJ00J105Y5A4wRrAJOXpHe524
M Boutique By: Mariely Colón,(787) 738-6633,"Cayey, 00736, Puerto Rico",18.1135029,-66.1644111,Cayey,Boutiques,"Ropa, Tienda, Moda",true,ChIJk0FWkUJJA4wRfiSEwN0QOI8
Daniella's Boutique,(939) 405-1358,"48 PR-5516, Adjuntas, 00601, Puerto Rico",18.1625218,-66.7224756,Adjuntas,Boutiques,"Ropa, Tienda, Moda",true,ChIJL3cykPrTAowR2jSc7pPT6iQ
PicardíaBTQ (Picardía Boutique),(787) 422-7342,"Plaza Isabel II, 66 C. Reina Isabel, Ponce, 00730, Puerto Rico",18.0126376,-66.6126264,Ponce,Boutiques,"Ropa, Tienda, Moda",true,ChIJrdt3x4jVHIwRNf8sLaj052Q
Somarie Boutique,(939) 642-4677,"STE B5, Manatí, 00674, Puerto Rico",18.4321991,-66.4867359,Manatí,Boutiques,"Ropa, Tienda, Moda",true,ChIJ-Ztad5EZA4wRWGmEtnLEQ_U
Beautiful Spirit Boutique,(787) 398-5432,"1603 C. Loíza Local 2, San Juan, 00911, Puerto Rico",18.4519509,-66.06231009999999,San Juan,Boutiques,"Ropa, Tienda, Moda",true,ChIJ8e1Rl5VnA4wRWtUBNl9OAuQ
Grace Marie Studio,(787) 512-0068,"Urb. Valle Verde, 1014 Cll Paseo Real, Ponce, 00716, Puerto Rico",18.0179493,-66.5995647,Ponce,Boutiques,"Ropa, Tienda",true,ChIJPdlApZfVHIwREvlF9v91Ojo
Bliss Boutique,(787) 273-7072,"266 Avenue de Diego, San Juan, 00920, Puerto Rico",18.4163695,-66.0895413,San Juan,Boutiques,"Ropa, Tienda, Moda",true,ChIJQznoveNoA4wRhPikeeol3Pg
Lily's Touch,(787) 868-5347,"Carr. 417 KM 1.1 Bo, Aguada 00602, Puerto Rico",18.3763938,-67.17761089999999,Malpaso,Boutiques,"Ropa, Tienda",true,ChIJuYQ9KjO7AowRXIlaoUAWf5A
Khloe Boutique,(787) 433-8005,"713 Av. Andalucía, San Juan, 00920, Puerto Rico",18.4073488,-66.0755102,San Juan,Boutiques,"Ropa, Tienda, Moda",true,ChIJn4jR6jVpA4wRoohymRLtxMk
Nahias Boutique,(939) 209-6724,"Urbanización Hacienda Concordia, Santa Isabel, 00757, Puerto Rico",18.0040512,-66.38771899999999,Santa Isabel,Boutiques,"Ropa, Tienda, Moda",true,ChIJyZT83AozA4wRUdiUJi3bFSQ
